FEH2010,5593,1078,9122,7019,8901,9603,0,0,0,,,,
CIGD11,6135,1100,9122,7019,8901,9603,0,0,0,,,,
Nepal 1981,6207,1111,9122,7015,8901,9603,293.17,726.18,245.36,,,,
CGRS93,6311,1112,9122,7030,8901,9607,8.846,-4.394,-1.122,0.00237,0.146528,-0.130428,0.783926
Mexico ITRF2008,6365,1120,9122,7019,8901,9603,0,0,0,,,,
RDN2008,6706,1132,9122,7019,8901,9603,0,0,0,,,,
Aden 1925,6881,1135,9122,7012,8901,9603,-24,-203,268,,,,
Bekaa Valley 1920,6882,1137,9122,7012,8901,9603,-183,-15,273,,,,
Bioko,6883,1136,9122,7022,8901,9603,-235,-110,393,,,,
South East Island 1943,6892,1138,9122,7012,8901,9603,-43.685,-179.785,-267.721,,,,
Gambia,6894,1139,9122,7012,8901,9603,-63,176,185,,,,
ONGD14,7373,1147,9122,7019,8901,9603,0,0,0,,,,
St. Helena Tritan,7881,1173,9122,7030,8901,9603,-0.077,0.079,0.086,,,,
SHGD2015,7886,1174,9122,7019,8901,9603,0,0,0,,,,
DOS 1968,,,9122,7022,8901,9603,230,-199,-752,,,,
European 1950 (Mean France),,,9122,7022,8901,9603,-87,-96,-120,,,,
European 1950 (Spain and Portugal),,,9122,7022,8901,9603,-84,-107,-120,,,,
Luzon Mindanao,,,9122,7008,8901,9603,-133,-79,-72,,,,
NAD27 Alaska,,,9122,7008,8901,9603,-5,135,172,,,,
NAD27 Bahamas,,,9122,7008,8901,9603,-4,154,178,,,,
NAD27 Canada,,,9122,7008,8901,9603,-10,158,187,,,,
NAD27 Canal Zone,,,9122,7008,8901,9603,0,125,201,,,,
NAD27 Caribbean,,,9122,7008,8901,9603,-3,142,183,,,,
NAD27 Central,,,9122,7008,8901,9603,0,125,194,,,,
NAD27 Cuba,,,9122,7008,8901,9603,-9,152,178,,,,
NAD27 Greenland,,,9122,7008,8901,9603,11,114,195,,,,
NAD27 Mexico,,,9122,7008,8901,9603,-12,130,190,,,,
NAD27 San Salvador,,,9122,7008,8901,9603,1,140,165,,,,
Nahrwn Masirah Ilnd,,,9122,7012,8901,9603,-247,-148,369,,,,
Nahrwn Saudi Arbia,,,9122,7012,8901,9603,-231,-196,482,,,,
Pulkovo 1942 (2),,,9122,7024,8901,9603,28,-130,-95,,,,
